gene_symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,regulation
PDPK1,-0.457533308696707,10.6160187891441,-5.26375234335271,2.13495412152118e-07,4.57182094709587e-07,5.1605239018094,NS
PIK3R2,1.40090923872875,1.85887912317328,5.25482398531085,2.2353892951227e-07,4.73902530566012e-07,5.11599879129527,Up_LIHC
MAP3K7,-0.310060384331097,10.0404070981211,-5.21819651538768,2.69630302297719e-07,5.65956674129866e-07,4.93442793781386,NS
LBP,-1.11183106676521,14.3292227557411,-5.12405177640188,4.34558306946274e-07,9.03199618358923e-07,4.47256924263459,Down_LIHC
CALM2,0.257100763734874,13.4736951983299,5.0804461917946,5.40653845227944e-07,1.11280208920703e-06,4.2613412353157,NS
CYBB,0.827998004434587,8.57502505219207,5.07124844784712,5.66111439270112e-07,1.15399639543523e-06,4.21688036517775,NS
TANK,-0.307249174673537,10.216,-5.00286529957505,7.94558104677347e-07,1.60425064944379e-06,3.88937489980732,NS
MAPK1,0.308196846513919,11.7871482254697,4.98062242081381,8.86480117588789e-07,1.77296023517758e-06,3.78368050988466,NS
CYP2A6,-2.16792089184528,12.5010496868476,-4.96177552239433,9.72431136905078e-07,1.92668599087735e-06,3.69437040659113,Down_LIHC
RAP1A,0.236565163833449,11.0601482254697,4.93414475007238,1.11286563983941e-06,2.18451403375884e-06,3.56419783579885,NS
HSPD1,0.344120473022901,14.6191858037578,4.92941879528199,1.13878827756394e-06,2.21489096186748e-06,3.54198439397845,NS
IL12A,0.754989184528208,2.70649144050104,4.80345541082829,2.08963590163785e-06,4.02729828315658e-06,2.95694716426796,NS
NFKBIA,-0.374343680709512,12.2862588726514,-4.77666455275434,2.3733299661358e-06,4.53284642180892e-06,2.83437912490642,NS
CAMK2A,-1.09524944567627,3.08456012526096,-4.76075202389473,2.55937608715404e-06,4.84453330782728e-06,2.76175821606856,Down_LIHC
FAS,-0.598132692781462,8.83235281837161,-4.73984250909355,2.82497103650074e-06,5.29994566139961e-06,2.66676299573141,NS
TAB1,0.233294850948534,10.2845198329854,4.73448655400527,2.8969142293144e-06,5.38724400539168e-06,2.64256165804861,NS
CYP1A1,-1.81900192165558,7.59584112734864,-4.70924166646163,3.2619960582983e-06,6.01341882051513e-06,2.52842494133019,Down_LIHC
NCF4,-0.570327075634396,7.64622755741127,-4.69526175727044,3.48264888652543e-06,6.36484106847752e-06,2.46549732831584,NS
CYCS,0.366562700172466,12.2531106471816,4.68798387531563,3.60284016411671e-06,6.52822320335677e-06,2.43287260576994,NS
HSPA2,0.558497955161367,8.21035073068894,4.61685494044422,5.01218106747162e-06,9.0049354771524e-06,2.11573148533986,NS
HSP90AA1,0.352424488790323,14.8552192066806,4.53172733315983,7.39838119328842e-06,1.31803093527491e-05,1.74214870838448,NS
TP53,0.45880221729491,10.0630041753653,4.48463597460765,9.15375924199174e-06,1.61716413275187e-05,1.53813816179022,NS
CCL2,-0.789380881990635,8.58598747390397,-4.36010018846429,1.59268974869898e-05,2.79049774152218e-05,1.0082319320326,NS
MMP3,-0.985455506282336,1.69101315240084,-4.20123468791029,3.16736112447199e-05,5.50393900318084e-05,0.352288887897414,NS
AKT3,-0.540512515397886,8.23394989561587,-4.17341304332906,3.56473084226788e-05,6.14408893138854e-05,0.239739986016946,NS
HSPA1A,-0.621908351810792,14.4312734864301,-4.16908238192837,3.63070362862537e-05,6.20733201023048e-05,0.222283372702808,NS
CCL3L3,0.711450480413897,5.27381482254697,4.06533291821403,5.60672522009469e-05,9.5090059732806e-05,-0.190877100349987,NS
IFNA16,-0.0765909090909091,0.0175887265135699,-4.05953741241116,5.74265632489947e-05,9.66224714983086e-05,-0.213632902149699,NS
NCF1,-0.579791278640068,6.82691858037578,-4.03686817473501,6.30649847438111e-05,0.000105273832800692,-0.302534186918445,NS
MIB1,0.318542227149564,10.3659269311065,3.96563206771927,8.43879082078824e-05,0.000139767472969305,-0.578719361391922,NS
CASP9,-0.304604878048787,9.11714613778706,-3.94872481941938,9.03710744766645e-05,0.000148516804566301,-0.643602148906659,NS
TAB2,-0.287390490268532,10.9977891440501,-3.83140447741085,0.000144385853145368,0.000235460006667832,-1.08666096044871,NS
IKBKG,-0.358551515151508,11.077006263048,-3.81231814306944,0.000155652135475034,0.000251895058936696,-1.15757149518471,NS
VLDLR,-0.902352870165069,6.97898622129436,-3.66342021393798,0.000276662356657217,0.000441836751118238,-1.69915949459169,NS
IFNA5,-0.211980953436807,0.224673068893528,-3.6629099656008,0.00027719003725814,0.000441836751118238,-1.70095623108436,NS
BAD,0.258860162601637,10.7948141962422,3.65703323363424,0.000283442373410191,0.000448431217634034,-1.72191081111088,NS
POU2F2,-0.469101355013553,6.2242254697286,-3.61764844921519,0.000328900931079971,0.000516496276955214,-1.86154588933061,NS
TNF,-0.585462453806359,3.39907703549061,-3.6070552443564,0.000342245077268187,0.000533499679270998,-1.89885245917693,NS
IFNA7,-0.066729706824341,0.0224780793319415,-3.58663455609857,0.000369403311488313,0.00056991701658418,-1.97045443538032,NS
IFNA10,-0.0750454545454545,0.0172338204592902,-3.58549050822678,0.000370983718342533,0.00056991701658418,-1.97445573029015,NS
IFNA14,-0.0779225178615423,0.0311901878914405,-3.370956961156,0.000809689716935453,0.0012349224459735,-2.70333449196159,NS
IL1B,-0.607736881005175,5.02764509394572,-3.36349493589648,0.000831393492670863,0.00125896728890159,-2.72793303902061,NS
APOA1,-0.856422517861539,17.3750688935282,-3.23798888621623,0.00128735498435587,0.00193559756513082,-3.13358069867552,NS
BCL2,0.356459916235523,7.46258246346555,3.19300931905493,0.00150073106300083,0.00224052806588856,-3.27536650733788,NS
POU2F3,0.65261485587583,3.18618141962422,3.14330421010037,0.00177424774799617,0.00263034964720577,-3.42983694595207,NS
GSK3B,0.151521138211399,10.6830250521921,3.14121624137265,0.00178665259055486,0.00263034964720577,-3.43626257798106,NS
NFATC2,0.373891672825822,8.72987473903967,3.10058649865158,0.00204529818268434,0.00299036699813159,-3.56073394186362,NS
IFNA13,-0.0531718649913772,0.0170751565762004,-3.05595850202427,0.00236872399753197,0.00343951703751218,-3.69563541533687,NS
DDIT3,-0.297710224193137,10.3344029227557,-3.02382992181357,0.00263002793406882,0.00379296545593599,-3.7916077632321,NS
LDLR,-0.322467110125642,11.7763131524008,-3.00019742913649,0.00283879129223512,0.00406637671590436,-3.86156998662632,NS
VAV3,0.438367676767665,6.90255323590814,2.98037645386815,0.00302547166992841,0.00430469794647532,-3.91984082580722,NS
IL6,-0.656043532889874,3.48874091858038,-2.9205505324477,0.00365910949313332,0.00514127592371028,-4.09346222676099,NS
MAPK11,0.344485735402813,8.07070354906054,2.92030466260202,0.00366194653056723,0.00514127592371028,-4.09416876127678,NS
OLR1,0.765230303030299,4.04523528183716,2.87733133092999,0.00418976837622967,0.00584362431421506,-4.21677524461764,NS
MAPK13,-0.603792338014292,8.42231106471816,-2.83517937702995,0.00477386483671957,0.0066147669632977,-4.33533214696662,NS
PPP3CC,-0.165389480167532,8.59632776617954,-2.80655183652653,0.0052116470019089,0.00717447509353693,-4.41487803329377,NS
HSPA1L,0.254835156442473,6.06466805845512,2.74393749772512,0.00629869903335031,0.00861499480690494,-4.58615827123781,NS
PRKCA,0.212704040404061,10.603375782881,2.72589111638282,0.0066478906850905,0.00903431298230247,-4.63482305001155,NS
CAMK2D,-0.182077974870635,10.3557807933194,-2.71855357082674,0.00679481490941745,0.00917516408150636,-4.65452261776226,NS
NOS3,-0.324974550381862,8.39877244258873,-2.67193218657881,0.00779878780483792,0.010464196295099,-4.77849249255996,NS
ATF4,-0.170845528455317,13.606388308977,-2.57281644793943,0.0103876074436825,0.0138501432582433,-5.0351091015118,NS
FASLG,-0.415841709780731,4.02053611691023,-2.56733730547919,0.0105509841552126,0.0139800540056567,-5.04902505361587,NS
ITPR1,-0.304131855136729,8.64141962421712,-2.50308274231295,0.0126438340168129,0.0166490236743126,-5.21000712665326,NS
